id,Theme,SetName,USRetailPrice,Pieces,Minifigs,,
21304,Ideas,Doctor Who,59.99,623,6,,
75139,Star Wars,Battle on Takodana,59.99,409,5,,
70613,The LEGO Ninjago Movie,Garma Mecha Man,59.99,747,4,,
70614,The LEGO Ninjago Movie,Lightning Jet,59.99,876,6,,
31051,Creator,Lighthouse Point,59.99,528,2,,
75148,Star Wars,Encounter on Jakku,59.99,530,4,,
70590,Ninjago,Airjitzu Battle Grounds,59.99,666,5,,
75825,The Angry Birds Movie,Piggy Pirate Ship,59.99,620,4,,
76054,DC Comics Super Heroes,Batman: Scarecrow Harvest of Fear,59.99,563,5,,
41126,Friends,Heartlake Riding Club,59.99,575,2,,
75828,Ghostbusters,Ecto-1 & 2,59.99,556,6,,
45010,Education,Community People Set,59.99,21,20,,
21124,Minecraft,The End Portal,59.99,559,3,,
70316,Nexo Knights,Jestro's Evil Mobile,59.99,658,2,,
76046,DC Comics Super Heroes,Heroes of Justice: Sky High Battle,59.99,517,5,,
76049,Marvel Super Heroes,Avenjet Space Mission,59.99,523,5,,
21028,Architecture,New York City,59.99,598,,,
41176,Elves,The Secret Market Place,59.99,691,2,,
10697,Classic,XXXL Box,59.99,1500,,,
10622,Duplo,Large Creative Box,59.99,193,2,,
21302,Ideas,The Big Bang Theory,59.99,484,7,,
41068,Disney,Arendelle Castle Celebration,59.99,477,6,,
21303,Ideas,WALL-E,59.99,677,,,
41352,Friends,The Big Race Day,59.99,648,3,,
41345,Friends,Heartlake City Pet Centre,59.99,474,3,,
10717,Classic,Bricks Bricks Bricks,59.99,1500,,,
41194,Elves,Noctura's Tower & the Earth Fox Rescue ,59.99,646,4,,
10869,Duplo,Farm Adventures,59.99,104,3,,
60194,City,Arctic Scout Truck,59.99,322,3,,
31083,Creator,Cruising Adventures,59.99,597,3,,
60173,City,Mountain Arrest,59.99,303,4,,
5005364,Gear,LEGO City Undercover Xbox One Video Game,59.99,,,,
5005365,Gear,LEGO City Undercover PlayStation 4 Video Game,59.99,,,,
5005373,Gear,LEGO City Undercover Nintendo Switch Video Game,59.99,,,,
5005435,Gear,THE LEGO NINJAGO MOVIE Video Game ,59.99,,,,
5005433,Gear,THE LEGO NINJAGO MOVIE Video Game,59.99,,,,
5005434,Gear,THE LEGO NINJAGO MOVIE Video Game ,59.99,,,,
10405,Classic,Mission to Mars,59.99,871,3,,
72006,Nexo Knights,Axl's Rolling Arsenal,59.99,604,4,,
21039,Architecture,Shanghai,59.99,597,,,
60209,City,Diamond Heist,59.99,400,4,,
70834,The LEGO Movie 2,MetalBeard's Heavy Metal Motor Trike!,59.99,461,2,,
76125,Marvel Super Heroes,Iron Man Hall of Armor,59.99,524,6,,
75234,Star Wars,AT-AP Walker,59.99,689,5,,
60217,City,Fire Plane,59.99,363,3,,
5005168,Gear,Jay Costume,59.99,,,,
5005171,Gear,Nya Costume,59.99,,,,
5005173,Gear,Kai Costume,59.99,,,,
10906,Duplo,Tropical Island,59.99,73,3,,
75947,Harry Potter,Hagrid's Hut: Buckbeak's Rescue,59.99,496,6,,
76144,Marvel Super Heroes,Avengers Hulk Helicopter Rescue,59.99,482,5,,
75241,Star Wars,Action Battle Echo Base Defense,59.99,504,6,,
31096,Creator,Twin-Rotor Helicopter,59.99,569,1,,
21316,Ideas,The Flintstones,59.99,748,4,,
41379,Friends,Heartlake City Restaurant,59.99,624,3,,
60227,City,Lunar Space Station,59.99,412,5,,
41380,Friends,Lighthouse Rescue Centre,59.99,602,2,,
70423,Hidden Side,Paranormal Intercept Bus 3000,59.99,689,5,,
75935,Jurassic World,Baryonyx Face-Off: The Treasure Hunt,59.99,434,4,,
75937,Jurassic World,Triceratops Rampage,59.99,447,4,,
10577,Duplo,Big Royal Castle,59.99,135,4,,
75051,Star Wars,Jedi Scout Fighter,59.99,490,4,,
70814,The LEGO Movie,Emmet's Construct-o-Mech,59.99,708,4,,
79017,The Hobbit,The Battle of Five Armies,59.99,472,7,,
41038,Friends,Jungle Rescue Base,59.99,472,2,,
79121,Teenage Mutant Ninja Turtles,Turtle Sub Undersea Chase,59.99,684,5,,
10525,Duplo,Big Farm,59.99,121,2,,
70724,Ninjago,NinjaCopter,59.99,516,4,,
70134,Legends of Chima,Lavertus' Outland Base,59.99,684,4,,
75043,Star Wars,AT-AP,59.99,717,5,,
5004205,Gear,The Hobbit PS4 Video Game,59.99,,,,
5004209,Gear,The Hobbit Xbox One Video Game,59.99,,,,
5003545,Gear,The LEGO Movie Video Game,59.99,,,,
5003559,Gear,THE LEGO MOVIE Xbox One Video Game,59.99,,,,
10682,Bricks and More,Creative Suitcase,59.99,1000,,,
10565,Duplo,Creative Suitcase,59.99,135,,,
70226,Legends of Chima,Mammoth's Frozen Stronghold,59.99,621,5,,
70749,Ninjago,Enter the Serpent,59.99,529,5,,
42037,Technic,Formula Off-Roader,59.99,494,,,
21024,Architecture,Louvre,59.99,695,,,
40158,Pirates,Pirates Chess Set,59.99,857,20,,
70737,Ninjago,Titan Mech Battle,59.99,754,5,,
21121,Minecraft,The Desert Outpost,59.99,519,4,,
41106,Friends,Pop Star Tour Bus,59.99,682,3,,
76038,Marvel Super Heroes,Attack on Avengers Tower,59.99,515,5,,
10698,Classic,Large Creative Brick Box,59.99,790,,,
5004348,Gear,LEGO Batman 3 Beyond Gotham PlayStation 4,59.99,,,,
5004351,Gear,LEGO Batman 3 Beyond Gotham Xbox One,59.99,,,,
10584,Duplo,Forest: Park,59.99,105,3,,
75005,Star Wars,Rancor Pit,59.99,380,4,,
10505,Duplo,Play House,59.99,83,3,,
79007,The Lord of the Rings,Battle at the Black Gate,59.99,656,5,,
31011,Creator,Aviation Adventures,59.99,618,,,
10557,Duplo,Giant Tower,59.99,200,,,
70704,Space,Vermin Vaporizer,59.99,506,3,,
79104,Teenage Mutant Ninja Turtles,The Shellraiser Street Chase,59.99,690,5,,
8487,Cars,Flo's V8 Cafe,59.99,517,6,,
8081,Technic,Extreme Cruiser,59.99,590,,,
7065,Space,Alien Mothership,59.99,416,2,,
5695,Duplo,Doctor's Clinic,59.99,56,3,,
2506,Ninjago,Skull Truck,59.99,515,4,,
21009,Architecture,Farnsworth House,59.99,546,,,
9472,The Lord of the Rings,Attack On Weathertop,59.99,430,5,,
4629,Duplo,Build & Play Box,59.99,150,,,
4429,City,Helicopter Rescue,59.99,425,4,,
6156,Duplo,Photo Safari,59.99,67,3,,
4209,City,Fire Plane,59.99,522,3,,
9493,Star Wars,X-wing Starfighter,59.99,560,4,,
45210,Education,MoreToMath Core Set 1-2,59.95,521,2,,
9291,Dacta,Medium LEGO DACTA Basic Set,59.5,822,,,
8839,Technic,Supply Ship,59.5,532,,,
8860,Technic,Car Chassis,59,668,,,
9917,Education,DCP Sensor Connector Cable,59,1,,,
8443,Technic,Pneumatic Log Loader,59,327,,,
9547,Education,Letters Set,59,146,,,
9648,Education,Education Resource Set,59,672,,,
744,Basic,"Universal Building Set with Motor, 7+",59,537,,,
6394,Town,Metro Park & Service Tower,58.25,620,6,,
6395,Town,Victory Lap Raceway,58.25,606,13,,
6081,Castle,King's Mountain Fortress,58,435,8,,
5006535,Gear,Adidas Onesie,58,,,,
5006543,Gear,Adidas Cuffed Pants,58,,,,
5006554,Gear,Adidas Hoodie and Pants Set,58,,,,
BL19010,Bricklink,Hot Shot Carnival ,57.99,591,3,,
5003097,Friends,Friends Collection 1,57.97,412,,,
9545,Education,Numbers Set,57,144,,,
9650,Education,Scenery Resource Set,55,679,16,,
8280,Technic,Fire Engine,55,424,2,,
9649,Education,Technology Resource Set,55,1110,,,
9211,Education,Community Transport Set,55,61,8,,
9641,Education,Pneumatics Add-On Set,55,31,,,
5858,Belville,The Golden Palace,55,173,2,,
6571,Town,Flame Fighters,55,428,4,,
8064,Technic,Universal Motor Set,55,219,,,
10052,Explore,Intelligent Locomotive,55,6,2,,
5005811,Gear,Minifigure Color Me Heritage Classic Backpack,55,,,,
80025,Monkie Kid,Sandy's Power Loader Mech,54.99,520,3,,
910028,Bricklink,Pursuit of Flight,54.99,541,,,
5006866,Gear,Storage Brick Multi Pack 4 Pieces,54.99,,,,
76217,Marvel Super Heroes,I am Groot,54.99,476,,,
10780,Disney,Mickey and Friends Castle Defenders,54.99,215,4,,
10973,Duplo,Wild Animals of South America,54.99,71,,,
71793,Ninjago,Heatwave Transforming Lava Dragon,54.99,479,5,,
910041,Bricklink,Camping Adventure,54.99,669,,,
11200,Marvel Super Heroes,Spidey and Gobby's Raptor Battle at Tree House HQ,54.99,143,,,
31152,Creator,Space Astronaut,54.99,647,,,
11035,Classic,Creative Houses,54.99,850,,,
11036,Classic,Creative Vehicles,54.99,900,,,
60418,City,Police Mobile Crime Lab Truck,54.99,674,5,,
60413,City,Fire Rescue Plane,54.99,478,3,,
76292,Marvel Super Heroes,Captain America vs. Red Hulk Battle,54.99,223,,,
10794,Marvel Super Heroes,Team Spidey Web Spinner Headquarters,54.99,193,5,,
42617,Friends,Farm Animal Sanctuary,54.99,489,3,,
80051,Monkie Kid,Monkie Kid's Mini Mech,54.99,556,1,,
75387,Star Wars,Boarding the Tantive IV,54.99,502,7,,
21256,Minecraft,The Frog House,54.99,400,3,,
60420,City,Construction Excavator ,54.99,633,3,,
71434,Super Mario,Soda Jungle Maker Set,54.99,598,3,,
75582,Despicable Me,Brick-Built Gru and Minions ,54.99,839,,,
75385,Star Wars,Ahsoka Tano's Duel on Peridea,54.99,382,5,,
40676,BrickHeadz,The Phantom Menace,54.99,732,,,
76997,Sonic the Hedgehog,Tails' Adventure Boat,54.99,393,3,,
21262,Minecraft,The Windmill Farm,54.99,462,3,,
75682,Wicked,Elphaba & Glinda Figures,54.99,558,,,
7752,Star Wars,Count Dooku's Solar Sailer,54.99,385,4,,
MS1046,Mindstorms,Infrared Link Sensor,54.99,1,,,
7674,Star Wars,V-19 Torrent,54.99,471,1,,
10216,Advanced models,Winter Village Bakery,54.99,687,7,,
9798,Mindstorms,Rechargeable Battery,54.99,1,,,
MS1034,Mindstorms,Compass Sensor for Mindstorms NXT,54.99,1,,,
MS1044,Mindstorms,Gyroscopic Sensor,54.99,1,,,
MS1040,Mindstorms,Accelerometer Sensor for Mindstorms NXT,54.99,1,,,
MS1038,Mindstorms,Colour Sensor for Mindstorms NXT,54.99,1,,,
41063,Disney,Ariel's Undersea Palace,54.99,379,2,,
2853124,Gear,Gift Card Reload,54.99,,,,
2852724,Mindstorms,Accelerometer Sensor,54.99,1,,,
2853216,Mindstorms,Infrared Link Sensor,54.99,1,,,
2852726,Mindstorms,Gyroscopic Sensor,54.99,1,,,
10285,Mindstorms,Compass Sensor,54.99,1,,,
10286,Mindstorms,Colour Sensor ,54.99,1,,,
9492,Star Wars,TIE Fighter,54.99,413,4,,
BL19011,Bricklink,Vintage Roadster,54.99,474,,,
41339,Friends,Mia's Camper Van,54.99,488,2,,
5004895,Gear,Storage Brick Multi-Pack,54.99,,,,
75532,Star Wars,Scout Trooper & Speeder Bike,54.99,452,,,
1056,Dacta,Large LEGO® Basic Set,54.85,773,,,
8440,Technic,Formula Flash,54,414,,,
8437,Technic,Future Car,54,419,,,
3118,Scala,Fun Fashion Boutique,54,119,1,,
5880,Belville,Prize Pony Stables,54,119,2,,
6274,Pirates,Caribbean Clipper,54,378,4,,
6279,Pirates,Skull Island,53,378,6,,
6080,Castle,King's Castle,52.75,664,12,,
6392,Town,Airport,52.75,530,8,,
6393,Town,Big Rig Truck Stop,52.75,621,5,,
9655,Dacta,Fun Time Gears II Set,52.25,46,,,
9132,Education,Community Transport Set,52,50,9,,
6389,Town,Fire Control Centre,52,533,4,,
6397,Town,Gas N' Wash Express,52,470,3,,
2687,Duplo,Harbour,52,47,3,,
4031,Boats,Firefighter,52,361,4,,
4549,Trains,Road 'N Rail Hauler,52,451,2,,
5006558,Gear,Adidas Bricks Sweatshirt,52,,,,
5006559,Gear,Adidas Bricks Sweatshirt,52,,,,
5008733,Gear,Brick Backpack – Green,50,,,,
5008693,Gear,Heritage Classic Backpack – Blueprint,50,,,,
5008694,Gear,Heritage Classic Backpack – Brick Wall,50,,,,
5008725,Gear,Brick Backpack – Azure,50,,,,
5008727,Gear,Brick Backpack – Red,50,,,,
5008728,Gear,Brick Backpack – Light Pink,50,,,,
5008730,Gear,Brick Backpack – Navy,50,,,,
5008729,Gear,Brick Backpack – Flame Orange,50,,,,
5008734,Gear,Brick Backpack – Black,50,,,,
5008732,Gear,Brick Backpack – Blue,50,,,,
5008722,Gear,Brick Backpack – Yellow,50,,,,
4508,Creator,Titan XP,50,782,,,
4588,Racers,Off-Road Race Track,50,359,2,,
4610,Jack Stone,Aqua Res-Q Super Station,50,88,4,,
4729,Harry Potter,Dumbledore's Office,50,446,3,,
4708,Harry Potter,Hogwarts Express,50,410,3,,
4095,Creator,Record and Play,50,345,,,
4369,Gear,X-Tracker Watch,50,,,,
4403,Creator,Air Blazers,50,698,,,
4340,Explore,Story Builder Starter Set - Jungle Jam,50,10,,,
4481,Star Wars,Hailfire Droid,50,681,,,
4502,Star Wars,X-wing Fighter,50,563,3,,
4513,World City,Grand Central Station,50,344,5,,
3801,Mindstorms,Ultimate Accessory Set,50,45,,,
3585,Sports,Snowboard Super Pipe,50,227,2,,
3618,Explore,Family Farm,50,53,3,,
3619,Explore,Traffic Town,50,75,7,,
3620,Explore,Playhouse,50,82,4,,
3432,Sports,NBA Challenge,50,451,10,,
3409,Sports,Championship Challenge,50,294,12,,
3420,Sports,Championship Challenge II,50,388,12,,
3335,Explore,Intelligent Train Starter Set,50,25,3,,
3364,Explore,Music Composer,50,7,,,
3451,Advanced models,Sopwith Camel,50,574,,,
2792,Duplo,Granny's House,50,44,2,,
2811,Duplo,Fire and Police Station,50,45,4,,
3124,Scala,Indie's Stable,50,95,,,
2945,Duplo,Space Centre,50,47,2,,
2932,Duplo,Train Starter Set with Motor,50,29,3,,
2914,Action Wheelers,Rescue Base,50,44,3,,
2916,Action Wheelers,MyBot,50,31,1,,
10024,Advanced models,Red Baron,50,664,,,
10128,World City,Train Level Crossing,50,327,2,,
10201,Bionicle,Takutanuva,50,399,,,
10202,Bionicle,Ultimate Dume,50,552,,,
1382,Studios,Scary Laboratory,50,493,6,,
1782,Town,Discovery Station,50,322,5,,
6434,Town,Roadside Repair,50,210,5,,
6478,Town,Fire Fighters' HQ,50,237,4,,
6472,Town,Gas N' Wash Express,50,470,3,,
6617,Town,Tough Truck Rally,50,383,4,,
6584,Town,Extreme Team Challenge,50,350,4,,
6765,Western,Gold City Junction,50,350,6,,
6776,Alpha Team,Ogel Control Centre,50,410,3,,
6783,Space,Sonar Transmitting Cruiser,50,363,3,,
6740,Island Xtreme Stunts,Xtreme Tower,50,330,6,,
8002,Star Wars,Destroyer Droid,50,558,,,
7418,Adventurers,Scorpion Palace,50,341,5,,
7316,Space,Excavation Searcher,50,471,3,,
7470,Discovery,Space Shuttle Discovery-STS-31,50,828,,,
7262,Star Wars,TIE Fighter and Y-wing,50,412,3,,
7260,Star Wars,Wookiee Catamaran,50,376,6,,
7035,World City,Police HQ,50,422,4,,
6986,Space,Mission Commander,50,478,3,,
6969,Space,Celestial Stinger / Space Swarm,50,252,3,,
7161,Star Wars,Gungan Sub,50,379,3,,
7150,Star Wars,TIE Fighter & Y-wing,50,409,3,,
7152,Star Wars,TIE Fighter & Y-wing,50,410,3,,
7153,Star Wars,Jango Fett's Slave I,50,369,2,,
7184,Star Wars,Trade Federation MTT,50,470,7,,
7186,Star Wars,Watto's Junkyard,50,443,2,,
7047,World City,Coast Watch HQ,50,367,4,,
6079,Castle,Dark Forest Fortress,50,464,7,,
6089,Castle,Stone Tower Bridge,50,409,5,,
6096,Castle,Bull's Attack,50,313,4,,
6180,Aquazone,Hydro Search Sub,50,297,4,,
6190,Aquazone,Shark's Crystal Cave,50,258,2,,
6280,Pirates,Armada Flagship,50,284,3,,
6271,Pirates,Imperial Flagship,50,317,4,,
6291,Pirates,Armada Flagship,50,280,3,,
5850,Belville,The Royal Crystal Palace,50,149,3,,
5975,Adventurers,T-Rex Transport,50,321,5,,
5976,Adventurers,River Expedition,50,318,7,,
5978,Adventurers,Sphinx Secret Surprise,50,347,7,,
4746,Alpha Team,Mobile Command Centre,50,426,5,,
4756,Harry Potter,Shrieking Shack,50,444,4,,
4777,Duplo,Knights' Castle,50,168,4,,
4795,Alpha Team,Ogel Underwater Base and AT Sub,50,468,4,,
4980,Rock Raiders,The Tunnel Transport,50,351,2,,
4852,Spider-Man,Spider-Man vs. Green Goblin -- The final showdown,50,360,4,,
4856,Spider-Man,Doc Ock's Hideout,50,486,5,,
5533,Model Team,Red Fury,50,393,,,
4368,Gear,Team Spirit Watch,50,,,,
10203,Bionicle,Voporak,50,647,,,
7283,Star Wars,Ultimate Space Battle,50,567,4,,
7018,Vikings,Viking Ship challenges the Midgard Serpent,50,578,6,,
8758,Bionicle,Tower of Toa,50,410,14,,
7264,Star Wars,Imperial Inspection,50,367,10,,
8473,Racers,Nitro Race Team,50,500,,,
8299,Technic,Search Sub,50,0,1,,
8257,Technic,Cyber Strikers,50,367,2,,
9736,Mindstorms,Exploration Mars,50,155,,,
9732,Mindstorms,Extreme Creatures,50,148,,,
9730,Mindstorms,Robo Sports,50,91,,,
8780,Castle,Citadel of Orlan,50,442,4,,
8549,Bionicle,Tarakava,50,411,,,
10204,Bionicle,Vezon & Kardas,50,670,,,
8682,Racers,Nitro Intimidator,50,724,,,
65153,Star Wars,Jango Fett's Slave I with Bonus Cargo Case,50,369,,,
4965,Duplo,Police Action,50,65,4,,
7782,Batman,The Batwing: The Joker's Aerial Assault,50,523,3,,
65773,Duplo,Bonus/Value Pack,50,53,,,
8823,Castle,Mistlands Tower,50,431,6,,
7713,Exo-Force,Bridge Walker and White Lightning,50,657,4,,
COMCON010,Star Wars,Mini Republic Dropship Mini AT-TE Brickmaster Pack (SDCC 2009 exclusive),50,94,,,
COMCON015,Star Wars,LEGO Star Wars Advent Calendar (SDCC 2011 exclusive),50,266,,,
COMCON002,Indiana Jones,BrickMaster (SDCC 2008 exclusive),49.99,83,2,,
PROMOSW004,Star Wars,Star Wars Celebration IV Exclusive,49.99,26,,,
853373,Gear,LEGO Kingdoms Chess Set,49.99,,28,,
75004,Star Wars,Z-95 Headhunter,49.99,373,3,,
75013,Star Wars,Umbaran MHC (Mobile Heavy Cannon),49.99,493,4,,
79002,The Hobbit,Attack of the Wargs,49.99,400,5,,
5001096,Gear,Batman™ 2: DC Super Heroes - Xbox 360,49.99,,,,
5001093,Gear,Batman™ 2: DC Super Heroes - PS3,49.99,,,,
79103,Teenage Mutant Ninja Turtles,Turtle Lair Attack,49.99,488,6,,
60009,City,Helicopter Arrest,49.99,352,5,,
70403,Castle,Dragon Mountain,49.99,376,5,,
79109,The Lone Ranger,Colby City Showdown,49.99,587,5,,
76003,DC Comics Super Heroes,Superman: Battle of Smallville,49.99,418,5,,
76005,Marvel Super Heroes,Spider-Man: Daily Bugle Showdown,49.99,476,5,,
42005,Technic,Monster Truck,49.99,329,,,
21018,Architecture,United Nations Headquarters,49.99,597,,,
41005,Friends,Heartlake High,49.99,487,3,,
70008,Legends of Chima,Gorzan's Gorilla Striker,49.99,505,4,,
5001633,Gear,The Lord of the Rings Video Game,49.99,,,,
5001635,Gear,The Lord of the Rings Video Game,49.99,,,,
75014,Star Wars,Battle of Hoth,49.99,426,7,,
2852725,Mindstorms,Infrared Seeker,49.99,1,,,
9394,Technic,Jet Plane,49.99,499,,,
9445,Ninjago,Fangpyre Truck Ambush,49.99,452,4,,
2856458,Gear,LEGO Pirates of the Caribbean: The Video Game - Xbox 360,49.99,,,,
2856453,Gear,LEGO Pirates of the Caribbean: The Video Game - PS3,49.99,,,,
2856456,Gear,LEGO Pirates of the Caribbean: The Video Game - Wii,49.99,,,,
2856217,Gear,LEGO Star Wars III: The Clone Wars,49.99,,,,
2856218,Gear,LEGO Star Wars III: The Clone Wars,49.99,,,,
2856219,Gear,LEGO Star Wars III: The Clone Wars,49.99,,,,
4867,Harry Potter,Hogwarts,49.99,466,7,,
4644,City,Marina,49.99,294,5,,
5829,Duplo,The Pit Stop,49.99,52,4,,
8071,Technic,Bucket Truck,49.99,593,,,
7877,Star Wars,Naboo Starfighter,49.99,318,6,,
8638,Cars,Spy Jet Escape,49.99,339,6,,
9348,Education,Community Minifigure Set,49.99,256,22,,
9349,Education,Fairytale and Historic Minifigure Set,49.99,227,22,,
COMCON005,Star Wars,Collectable Display Set 2,49.99,2,3,,
COMCON004,Star Wars,Collectable Display Set 1,49.99,5,3,,
COMCON006,Star Wars,Collectable Display Set 4,49.99,15,3,,
COMCON007,Star Wars,Collectable Display Set 5,49.99,4,3,,
COMCON008,Star Wars,Collectable Display Set 3,49.99,5,3,,
COMCON009,Star Wars,Collectable Display Set 6,49.99,5,3,,
5000208,Gear,Harry Potter: Years 5-7,49.99,,,,
5000207,Gear,Harry Potter: Years 5-7,49.99,,,,
9495,Star Wars,Gold Leader's Y-wing Starfighter,49.99,458,3,,
6864,DC Comics Super Heroes,Batmobile and the Two-Face Chase,49.99,531,5,,
7346,Creator,Seaside House,49.99,415,1,,
4430,City,Fire Transporter,49.99,522,3,,
3818,SpongeBob SquarePants,Bikini Bottom Undersea Party,49.99,471,4,,
6868,Marvel Super Heroes,Hulk's Helicarrier Breakout,49.99,389,4,,
4439,City,Heavy-Lift Helicopter,49.99,393,3,,
5885,Dino,Triceratops Trapper,49.99,271,2,,
9486,Cars,Oil Rig Escape,49.99,422,4,,
9525,Star Wars,Pre Vizsla's Mandalorian Fighter,49.99,403,3,,
21101,Ideas,Hayabusa,49.99,369,1,,
9509,Star Wars,LEGO Star Wars Advent Calendar,49.99,234,10,,
9457,Ninjago,Fangpyre Wrecking Ball,49.99,415,3,,
5000210,Gear,Harry Potter: Years 5-7,49.99,,,,
9466,Monster Fighters,The Crazy Scientist & His Monster,49.99,430,4,,
3189,Friends,Heartlake Stables,49.99,401,2,,
60075,City,Excavator and Truck,49.99,311,2,,
70223,Legends of Chima,Icebite's Claw Driller,49.99,629,4,,
75083,Star Wars,AT-DP,49.99,500,4,,
76026,DC Comics Super Heroes,Gorilla Grodd Goes Bananas,49.99,347,6,,
70169,Ultra Agents,Agent Stealth Patrol,49.99,475,4,,
21108,Ideas,Ghostbusters Ecto-1,49.99,508,4,,
79122,Teenage Mutant Ninja Turtles,Shredder's Lair Rescue,49.99,478,5,,
5003547,Gear,The LEGO Movie Video Game,49.99,,,,
5003557,Gear,The LEGO Movie Video Game,49.99,,,,
5003556,Gear,The LEGO Movie Video Game,49.99,,,,
42028,Technic,Bulldozer,49.99,617,,,
5004204,Gear,The Hobbit PS3 Video Game,49.99,,,,
21116,Minecraft,Crafting Box,49.99,518,2,,
5004207,Gear,The Hobbit Nintendo Wii U Video Game,49.99,,,,
5004208,Gear,The Hobbit Xbox 360 Video Game,49.99,,,,
5002797,Gear,Marvel Xbox 360,49.99,,,,
60064,City,Arctic Supply Plane,49.99,374,3,,
5004341,Gear,LEGO Batman 3 Beyond Gotham PlayStation 3,49.99,,,,
60079,City,Training Jet Transporter,49.99,448,3,,
60093,City,Deep Sea Helicopter,49.99,388,3,,
76041,Marvel Super Heroes,The Hydra Fortress Smash,49.99,405,5,,
75912,Speed Champions,Porsche 911 GT Finish Line,49.99,551,4,,
10595,Duplo,Sofia's Royal Castle,49.99,87,2,,
41075,Elves,The Elves' Treetop Hideaway,49.99,505,3,,
70735,Ninjago,Ronin R.E.X.,49.99,547,4,,
75092,Star Wars,Naboo Starfighter,49.99,442,9,,
75917,Jurassic World,Raptor Rampage,49.99,324,3,,
31038,Creator,Changing Seasons,49.99,536,2,,
42040,Technic,Fire Plane,49.99,578,,,
75903,Scooby-Doo,Haunted Lighthouse,49.99,437,4,,
10545,Duplo,Batcave Adventure,49.99,59,2,,
21020,Architecture,Trevi Fountain,49.99,731,,,
76022,Marvel Super Heroes,X-Men vs. The Sentinel,49.99,336,4,,
10676,Juniors,Knights' Castle,49.99,480,4,,
75050,Star Wars,B-wing™,49.99,448,3,,
70144,Legends of Chima,Laval's Fire Lion,49.99,450,3,,
10580,Duplo,Deluxe Box of Fun,49.99,95,2,,
76018,Marvel Super Heroes,Avengers: Hulk Lab Smash,49.99,398,5,,
5002794,Gear,Marvel PS3,49.99,,,,
5002796,Gear,Marvel WII U,49.99,,,,
60035,City,Arctic Outpost,49.99,374,3,,
75042,Star Wars,Droid Gunship,49.99,439,4,,
75046,Star Wars,Coruscant Police Gunship,49.99,481,4,,
70808,The LEGO Movie,Super Cycle Chase,49.99,514,5,,
79013,The Hobbit,Lake-town Chase,49.99,470,5,,
76013,DC Comics Super Heroes,Batman: The Joker Steam Roller,49.99,486,5,,
20216,Master Builder Academy,Robot & Micro Designer,49.99,383,,,
5002194,Gear,LEGO City: Undercover,49.99,,,,
70914,The LEGO Batman Movie,Bane Toxic Truck Attack,49.99,366,3,,
76084,Marvel Super Heroes,The Ultimate Battle for Asgard,49.99,400,6,,
76086,DC Comics Super Heroes,Knightcrawler Tunnel Attack,49.99,622,4,,
75177,Star Wars,First Order Heavy Scout Walker,49.99,554,4,,
75178,Star Wars,Jakku Quadjumper,49.99,457,5,,
10745,Juniors,Florida 500 Final Race,49.99,266,5,,
75171,Star Wars,Battle on Scarif,49.99,419,4,,
75882,Speed Champions,Ferrari FXX K & Development Centre,49.99,494,4,,
60143,City,Auto Transport Heist,49.99,403,4,,
60139,City,Mobile Command Centre,49.99,374,4,,
76081,Marvel Super Heroes,The Milano vs. The Abilisk,49.99,460,5,,
10842,Duplo,Batcave Challenge,49.99,73,4,,
60154,City,Bus Station,49.99,337,6,,
41187,Elves,Rosalyn's Healing Hideout,49.99,460,3,,
70906,The LEGO Batman Movie,The Joker Notorious Lowrider,49.99,433,3,,
31065,Creator,Park Street Townhouse,49.99,566,2,,
5005137,Gear,LEGO Star Wars: The Force Awakens - Xbox 360,49.99,,,,
5005141,Gear,LEGO Star Wars: The Force Awakens - Wii U,49.99,,,,
41313,Friends,Heartlake Summer Pool,49.99,589,2,,
21132,Minecraft,Jungle Temple,49.99,598,3,,
70625,Ninjago,Samurai VXL,49.99,428,4,,
70351,Nexo Knights,Clay's Falcon Fighter Blaster,49.99,523,3,,
10813,Duplo,Big Construction Site,49.99,67,3,,
21308,Ideas,Adventure Time,49.99,495,,,
41178,Elves,The Dragon Sanctuary,49.99,585,2,,
60102,City,Airport VIP Service,49.99,364,4,,
70612,The LEGO Ninjago Movie,Green Ninja Mech Dragon,49.99,544,4,,
71242,Dimensions,New Ghostbusters: Play the Complete Movie,49.99,259,1,,
71253,Dimensions,Fantastic Beasts and Where to Find Them: Play the Complete Movie,49.99,261,1,,
60112,City,Fire Engine,49.99,376,3,,
42049,Technic,Mine Loader,49.99,476,,,
41067,Disney,Belle's Enchanted Castle,49.99,374,6,,
60123,City,Volcano Supply Helicopter,49.99,330,3,,
75147,Star Wars,StarScavenger,49.99,558,4,,
70593,Ninjago,The Green NRG Dragon,49.99,567,5,,
21029,Architecture,Buckingham Palace,49.99,780,,,
10804,Duplo,Jungle,49.99,86,2,,
70321,Nexo Knights,General Magmar's Siege Machine of Doom,49.99,516,3,,
5004806,Gear,Jurassic World PS3 Video Game,49.99,,,,
5004807,Gear,Jurassic World Wii U Video Game,49.99,,,,
5004808,Gear,Jurassic World XBOX 360 Video Game,49.99,,,,
10593,Duplo,Fire Station,49.99,105,2,,
60129,City,Police Patrol Boat,49.99,200,4,,
41135,Friends,Livi's Pop Star House,49.99,597,2,,
70604,Ninjago,Tiger Widow Island,49.99,450,5,,
75875,Speed Champions,Ford F-150 Raptor & Ford Model A Hot Rod,49.99,664,4,,
60175,City,Mountain River Heist,49.99,387,4,,
